frame,x1,y1,x2,y2,box_prob,emotion0,emotion1,emotion2,emotion3,emotion4,emotion5,emotion6,emotion7,emotion8,valence,arousal
23,451,250,528,347,0.9999999,0.470581609262446,0.05437234998648612,0.07941454954983386,0.013302184222617999,0.0003481825249325968,0.0071055049020706355,0.0,0.0,0.37487561955161275,515,523
24,734,219,821,333,0.9999999,0.143793768127538,0.007151012817314534,0.7437220968060632,0.00786638027102207,0.0076359310328200265,0.0071335956892153935,0.0,0.0,0.08269721525602679,802,486
24,451,251,527,345,0.9999982,0.4783513337579804,0.041578101045381705,0.09228397503759739,0.015402855611811542,0.0003794690254125415,0.008874754966076343,0.0,0.0,0.36312951055574005,537,519
25,734,215,822,336,0.9999845,0.15227873140181408,0.00742948383790753,0.7263632897024914,0.011877580399912045,0.005025183182943618,0.005853700838622414,0.0,0.0,0.09117203063630888,790,471
25,450,251,527,345,0.9999999,0.42376344341012695,0.03511148105634557,0.10321471564000738,0.02185133198828929,0.00044725392066650586,0.01229707580047355,0.0,0.0,0.40331469818409077,557,508
26,733,215,822,336,0.9999949,0.13442649047394462,0.005529045168526807,0.767184442037228,0.009146878563961972,0.004278172305063697,0.005859310316736328,0.0,0.0,0.0735756611345385,803,476
26,450,251,528,346,0.9999999,0.40889632794697284,0.0510937870708677,0.07826476561908645,0.03556259729590624,0.0005851365289895518,0.012434080271337248,0.0,0.0,0.41316330526684,518,517
27,733,220,821,335,1.0,0.07993905330943571,0.0031261465377732337,0.8504363388509614,0.0028809781957148824,0.0018356597478321097,0.00786213864519431,0.0,0.0,0.05391968471308836,846,486
27,451,251,527,345,0.99999976,0.39409764880857767,0.06207005193631652,0.077514810933519,0.038990817251433815,0.001042245518924605,0.014070869166272872,0.0,0.0,0.4122135563849555,515,526
28,733,219,821,335,1.0,0.09627735268729012,0.0037476820096111387,0.8234076841190848,0.0034700878005650892,0.0023828303497619467,0.008711656916578051,0.0,0.0,0.062002706117108855,837,485
28,451,251,527,345,0.99999976,0.3993187629476585,0.06155390419957635,0.0769225672926075,0.03885470411229615,0.001059829046559703,0.014027196273305563,0.0,0.0,0.4082630361279962,515,526
29,735,218,822,334,0.9999999,0.10528760016416668,0.007706479511204125,0.7835424767327761,0.005722427408930923,0.009509026137893499,0.01346098027598139,0.0,0.0,0.07477100976904724,817,483
29,452,251,528,345,0.9999999,0.37424302512849283,0.060629483979368376,0.08250911624602875,0.0304226021835273,0.0009115656821689286,0.02003449409888821,0.0,0.0,0.4312497126815256,516,526
30,733,215,821,336,0.999997,0.06627956074419156,0.005071167400321346,0.8630642349139634,0.00348272712296658,0.0049057379673363,0.014163683257629034,0.0,0.0,0.04303288859359175,839,489
30,451,251,528,346,1.0,0.41534064000239695,0.04365652568362197,0.1264289401558731,0.02813221551476069,0.0011447824629866495,0.017960851060670423,0.0,0.0,0.3673360451196902,558,512
31,733,214,821,336,0.99999654,0.05416448730604591,0.004785826516528377,0.8717878962848604,0.003809968639307344,0.0051183803611785815,0.02165162019395482,0.0,0.0,0.03868182069812458,834,500
31,451,251,527,345,1.0,0.4393771629978276,0.02702167096725252,0.19449077728862263,0.023846704736312355,0.0008995299661080542,0.012044654340668893,0.0,0.0,0.30231949970320793,616,504
32,733,215,822,337,0.99999344,0.04070861056542622,0.004624466174891554,0.8868354700729708,0.0010764887005026652,0.004105496009995899,0.03014180841129323,0.0,0.0,0.03250766006491957,848,515
32,451,250,528,344,0.99999976,0.5098292027389112,0.04208456928875625,0.17683383114276943,0.012367616843611444,0.0021182083607809996,0.021373936050497692,0.0,0.0,0.235392635574673,620,545
33,733,215,821,336,0.99999154,0.03860350199897338,0.004665451422488879,0.8779054249136334,0.0012244197624044551,0.003680531869248021,0.044821429137019975,0.0,0.0,0.029099240896231872,842,526
33,448,249,527,347,0.9999975,0.45244909827706337,0.03404633961605516,0.26199983690353645,0.009048024826736306,0.0026426372647723522,0.020544660534524094,0.0,0.0,0.21926940257731226,651,524
34,732,215,821,337,0.99999905,0.03974927060802684,0.007273709797777257,0.8067992769160846,0.002222404936338485,0.0070905600812265325,0.09067664044404725,0.0,0.0,0.0461881372164991,816,535
34,450,249,528,347,0.9999951,0.5001317338921661,0.03520361387772409,0.18624241934131794,0.010332313523806291,0.0013691360572535571,0.012638606323820705,0.0,0.0,0.2540821769839112,620,518
35,732,214,821,337,0.999998,0.03173197493196697,0.003942498545940589,0.8304205693453705,0.001489761080749018,0.005805898101599362,0.08885967899058805,0.0,0.0,0.037749619003785574,826,538
35,449,249,527,348,0.999997,0.45181774486092596,0.04592018209891811,0.21696735686020258,0.009189360976784468,0.0024512913460167244,0.01510946053258934,0.0,0.0,0.25854460332456286,620,521
36,732,214,821,337,0.999998,0.044383233162524266,0.00963873451194786,0.5796888681201877,0.006242946948367106,0.005163397827532622,0.27768109257292245,0.0,0.0,0.07720172685651792,777,576
36,454,252,529,345,1.0,0.4731440530908926,0.037109535083799994,0.221539586163481,0.0076596010262344,0.001738755958884705,0.020040279198325392,0.0,0.0,0.23876818947838194,641,512
37,737,215,821,334,0.99998534,0.061083946831219885,0.012462571527252102,0.3655449552286091,0.04544397200175711,0.005325526179542993,0.4085410018534329,0.0,0.0,0.10159802637818593,687,567
37,448,248,527,348,0.99999774,0.4700119293304846,0.06171065341118612,0.2231953629176902,0.010515149632807325,0.004402310956463205,0.015854704591374297,0.0,0.0,0.21430988915999422,610,541
38,736,212,822,332,0.9999974,0.0751832370519031,0.0075986685332498066,0.3793212273401805,0.050422408989837256,0.003157530294378722,0.35572464193344006,0.0,0.0,0.12859228585701057,651,553
38,448,248,527,348,0.99999774,0.4775570232967347,0.06463145670991821,0.21738899922341534,0.01175942825854865,0.004538329405542015,0.014546504894353274,0.0,0.0,0.2095782582114878,610,544
39,734,213,825,332,0.9999976,0.07410019144712206,0.004407845122728784,0.3940934971747324,0.0751129414517438,0.0012459119742617617,0.2747316752526807,0.0,0.0,0.17630793757673047,633,492
39,453,251,529,345,1.0,0.3797327841609766,0.0707106062309552,0.21172663377194229,0.03866490686593312,0.0025448619622621647,0.012957950004991132,0.0,0.0,0.28366225700293946,611,520
40,736,209,824,331,0.999998,0.12015399801208723,0.006053406047836273,0.43721012970825696,0.15254927271119767,0.004118080875743512,0.08198317457204847,0.0,0.0,0.1979319380728299,615,429
40,452,250,527,346,0.99999964,0.1965093399604532,0.12478143315077744,0.17581766270695423,0.15527562290928623,0.007947763169024409,0.010256324560408146,0.0,0.0,0.3294118535430963,555,515
41,735,207,824,330,0.9999988,0.12356260076538904,0.003909364234373359,0.6084112356414699,0.08621065079721915,0.003558965068422993,0.046170930030210715,0.0,0.0,0.1281762534629148,659,430
41,451,249,528,346,0.9999981,0.22650878355789275,0.1594618171754209,0.21098999990206213,0.11378710826185859,0.015632291382236888,0.012507056118526155,0.0,0.0,0.2611129436020026,546,529
42,736,208,824,330,0.99999547,0.10885267088860295,0.0034761897184154714,0.6880024282297609,0.05572947544458729,0.00327598867098213,0.04340960957376865,0.0,0.0,0.09725363747388266,714,453
42,453,247,530,345,0.9999994,0.2459576152819918,0.13920383284989588,0.1994108874295921,0.09603463202747174,0.011142342455148162,0.007264635593301017,0.0,0.0,0.3009860543625993,579,515
43,737,208,825,329,0.99999785,0.11298909988560477,0.0032301375763376084,0.7171319853366108,0.06998033203614547,0.0038892150165882825,0.02978173138643034,0.0,0.0,0.06299749876228275,741,461
43,455,248,530,343,0.999995,0.3075060727002574,0.050989849408544764,0.3998848941221082,0.05580411638322401,0.012283389918860991,0.01087400555067302,0.0,0.0,0.1626576719163316,676,527
44,736,206,826,328,0.99999964,0.10995380077293007,0.0018690488479624306,0.7755878738344307,0.047918689560218754,0.0031536897406968475,0.01796546245406759,0.0,0.0,0.04355143478969359,772,461
44,458,246,533,342,0.99999833,0.3240628238720088,0.01831961234761447,0.5297746652157806,0.012782124787589855,0.00367700890209874,0.00832333321645468,0.0,0.0,0.1030604316584528,773,518
45,739,209,826,326,0.99999714,0.18248205150335264,0.004209805806402108,0.6779667236921231,0.05864641527553968,0.008075957303100581,0.014589044476049197,0.0,0.0,0.05403000194343276,742,470
45,461,247,533,343,0.9999988,0.3057842064833267,0.013994079578458354,0.5748035515123372,0.009515324012918689,0.002440410752534502,0.008193055457748573,0.0,0.0,0.08526937220267593,797,507
46,737,207,827,328,0.9999999,0.1706815852327954,0.0022274202766802186,0.7575815512278092,0.020800514674572296,0.004210351607512758,0.012081792884719424,0.0,0.0,0.03241678409591072,800,476
46,462,247,533,342,0.99999976,0.2855858518070814,0.010345298845066218,0.620754662066487,0.010980312763621625,0.00381513127971036,0.008412942329481907,0.0,0.0,0.060105800908551554,807,507
47,737,206,826,329,0.99999964,0.05069128861371914,0.0012932443225589668,0.9130800483327831,0.006106122009418139,0.002202322967613061,0.015429319080107973,0.0,0.0,0.01119765467379964,850,504
47,464,247,534,341,0.99999964,0.25578170633641323,0.009671472800203073,0.6636598011305958,0.0058616235910114115,0.0051826545196376065,0.007047697331045608,0.0,0.0,0.05279504429109329,814,517
48,738,208,826,330,0.9999982,0.03300857945294625,0.0008692441118407655,0.9309505305510585,0.003319876297492385,0.001214357918486563,0.025519734471335553,0.0,0.0,0.005117677196840032,844,548
48,464,247,534,342,0.9999969,0.34967812195599113,0.016046417555773653,0.5344275725165449,0.0063470610077848546,0.006575498598280158,0.005132468780178504,0.0,0.0,0.08179285958544678,787,518
49,737,210,824,331,0.9999852,0.027727895543765015,0.0015707695292323368,0.9075173486100615,0.005343514698635882,0.001619159422242582,0.0477569866534662,0.0,0.0,0.008464325542596492,836,540
49,466,248,536,339,0.99999225,0.28179770576861823,0.014257236317464913,0.6139689059277582,0.0063313399146714255,0.006733502229985305,0.006527374002489383,0.0,0.0,0.07038393583901256,802,523
50,736,211,823,330,0.99999535,0.022498078763445676,0.0008371606862743864,0.9462696960027412,0.005973847614579144,0.0013032289058082871,0.01716652521643286,0.0,0.0,0.005951462810718403,845,509
50,464,247,533,341,0.999995,0.3497771839006537,0.028254134480866614,0.48706460058067763,0.00678341412403504,0.00875125321218182,0.007686820360847716,0.0,0.0,0.11168259334073752,784,520
51,732,207,821,327,0.9999994,0.017052717113320116,0.00034198440636992353,0.9628688470822818,0.004937107560832336,0.0007954242572080275,0.010956084102852775,0.0,0.0,0.003047835477134983,862,536
51,466,247,534,341,0.9999956,0.336038055069975,0.026913285418354305,0.5151337416361732,0.005385270840492342,0.014270098034996202,0.007900083485385909,0.0,0.0,0.09435946551462311,790,519
52,729,207,819,328,0.9999945,0.014253082989288334,0.0002872512433001574,0.971084611598637,0.002795930130306912,0.0007680207735030152,0.00884030813565053,0.0,0.0,0.001970795129314,876,540
52,466,249,533,341,0.99999666,0.2644769018596391,0.02595743228483196,0.5866516377276446,0.005078973373950268,0.006254546964304051,0.007721363757379483,0.0,0.0,0.10385914403225045,797,519
53,734,213,821,331,0.99999404,0.015545768943800846,0.00047428999951981823,0.9704241331685033,0.002054618941441404,0.000576575646336333,0.006286872664287834,0.0,0.0,0.004637740636110515,871,518
53,466,249,534,341,0.9999957,0.2659496695961532,0.02173011216486469,0.6058910559617339,0.0035874066360691405,0.006479138583866164,0.007959048356384136,0.0,0.0,0.0884035687009288,799,519
54,728,208,818,326,0.99999475,0.11277106213944452,0.0014974182451696083,0.7397225970332771,0.10940249079566436,0.006884511909650845,0.011596710225389923,0.0,0.0,0.018125209651403663,731,495
54,465,248,533,341,0.99999607,0.27985733165114607,0.03107442414280681,0.5526224252220832,0.005442473572406516,0.008576522384807522,0.009866645473736696,0.0,0.0,0.11256017755301329,793,516
55,728,205,818,325,0.9999987,0.1171372788048925,0.001443098479284332,0.6642401571651677,0.17862946632205828,0.003948083468747999,0.005492852334310809,0.0,0.0,0.029109063425538373,703,476
55,464,248,534,342,0.99999905,0.24887168333042542,0.03597624001242574,0.5831192365283626,0.00404875560357142,0.007923612804297485,0.010292788320441533,0.0,0.0,0.10976768340047577,789,520
56,730,206,817,322,0.99999726,0.13252967091818105,0.0011675369164506077,0.7669575188874563,0.06064929146725885,0.003353128924808626,0.007253150529549828,0.0,0.0,0.028089702356294707,771,494
56,464,246,534,341,0.9999987,0.27126136378770094,0.028640103833202337,0.596887891542369,0.0034434983043993618,0.006961851203176382,0.007592015790354308,0.0,0.0,0.08521327553879775,806,512
57,731,210,821,326,0.99998784,0.07468323334786597,0.0007811993049477296,0.8825727016779998,0.010629280363894288,0.0011046485631959772,0.012372692923055543,0.0,0.0,0.0178562438190406,830,497
57,466,248,536,340,0.99999404,0.23384519986810032,0.018915408878726444,0.6662017582068832,0.004222617873604364,0.004874216769777958,0.004276094414867608,0.0,0.0,0.06766470398804011,820,514
58,731,207,820,325,0.9999963,0.07258093995911803,0.0007309391819381591,0.8920200016919813,0.007839459006412077,0.0011923887998178,0.014309415778059466,0.0,0.0,0.011326855582673219,826,519
58,464,245,536,341,0.99999607,0.2107699035484102,0.015860836720272734,0.7040616766652359,0.002506046053515537,0.003815661128520348,0.003864219588356597,0.0,0.0,0.05912165629568874,833,500
59,732,206,820,326,0.99999535,0.02430653293851671,0.00021828383006424252,0.9667037504438806,0.0005400881846417193,0.0004948150791340886,0.004896593470101917,0.0,0.0,0.0028399360536607784,858,510
59,466,248,538,340,0.9999974,0.239247294396953,0.025898087998881783,0.6137061769424087,0.0061923363793894605,0.0044331532363919126,0.00625208212006351,0.0,0.0,0.10427086892591161,809,513
60,729,209,818,327,0.99997914,0.002277536813079667,9.884677403338912e-05,0.993503285494454,0.00012442855384943248,0.00014330464369373823,0.00327686806759029,0.0,0.0,0.0005757296532995188,893,556
60,465,247,535,340,0.99999666,0.1880850743322067,0.005793511717794509,0.7572449250020583,0.001314978546937318,0.00275850917534099,0.0035828216006762352,0.0,0.0,0.04122017962498592,849,501
61,733,210,815,327,0.99993837,0.0009714433169089467,7.006798577733712e-05,0.9941693010040141,8.681193713987119e-05,0.00013504063265226777,0.004405565851337526,0.0,0.0,0.00016176927216997132,874,585
61,464,246,535,342,0.9999989,0.1797962868892531,0.006443211576273247,0.7575205887165639,0.0009488707531534679,0.0021453387261071467,0.004118925277508465,0.0,0.0,0.049026778061140655,850,480
62,731,210,817,332,0.9999993,0.0009956825026759739,0.00010356006014908087,0.9920419554632368,6.0845174316654337e-05,0.00012064476447259586,0.006395969220103125,0.0,0.0,0.00028134281504573914,874,593
62,465,247,536,342,0.99999917,0.1891878143195945,0.007342042928897393,0.7558208288246135,0.0009589765741121454,0.002216975781191017,0.004282685692472268,0.0,0.0,0.040190675879119155,853,490
63,727,208,816,332,0.99999356,0.0035825384219003893,0.00017842427025596975,0.9862635916701558,0.0003648581762542917,0.00023403962156896195,0.00905092488505981,0.0,0.0,0.0003256229548047974,858,609
63,463,246,537,343,0.9999995,0.21710792619864425,0.007497755961185659,0.718854024540903,0.0006610700644127309,0.0018466784756807654,0.004273871045704321,0.0,0.0,0.04975867371346932,852,483
64,729,214,813,332,0.9999908,0.0019359299408671783,0.00012473148369639435,0.9943911772114244,0.00013495490298467313,0.00021363587439315187,0.0030053335800547393,0.0,0.0,0.00019423700657939582,856,595
64,464,246,537,343,0.9999993,0.2106759816534126,0.010525543094427475,0.7212359803647789,0.0008205963415917757,0.002524047355934776,0.00327181741643116,0.0,0.0,0.050946033773423396,859,492
65,729,213,815,332,0.9999981,0.004850944253404247,0.00022427797671647026,0.9877566780704115,0.00041724189239840485,0.0006297746696951853,0.005751363170146331,0.0,0.0,0.0003697199672279338,862,587
65,464,246,537,343,0.99999976,0.21525434472714958,0.008522268706638855,0.7079363136698182,0.0007737776906102501,0.0021194988731035713,0.004623423970805141,0.0,0.0,0.06077037236187442,842,481
66,730,215,817,336,0.99999666,0.004058503663407185,0.00034359389514568387,0.9897628117267997,0.00019476029247406028,0.000518912755551796,0.0046075737507443315,0.0,0.0,0.0005138439158772706,859,570
66,464,246,537,343,0.99999976,0.20911231029621308,0.007831712957237337,0.7178777247771513,0.0008856574165435129,0.0020704867182548114,0.004183044069950761,0.0,0.0,0.058039063764649165,846,479
67,731,215,819,335,0.9999913,0.011791071009630583,0.0005075050102649858,0.9797788574553745,0.0009096100487472253,0.0014595521045079893,0.005015412055661064,0.0,0.0,0.0005379923158136596,835,557
67,464,246,536,343,0.99999976,0.1783225528665429,0.007950003224640373,0.7509758440095342,0.0006380396634797254,0.0016582065656136672,0.004890287273919602,0.0,0.0,0.05556506639626955,840,484
68,730,213,816,331,0.9999893,0.07372710512213085,0.003199934345486822,0.8676712706995702,0.030459795598522917,0.014466525316508827,0.007474331304572539,0.0,0.0,0.003001037613207827,791,555
68,464,245,538,344,0.99999964,0.18501786456167238,0.0071234944627151745,0.7517154646883895,0.0005774415079285974,0.0019185208881917662,0.00434570225606587,0.0,0.0,0.049301511635036786,847,487
69,732,220,818,333,0.9999994,0.06583498712734175,0.002570637092979787,0.8986608962979392,0.010239291235257028,0.008435035478346882,0.011361106452493627,0.0,0.0,0.0028980463156416973,823,550
69,464,245,538,344,0.99999964,0.1872522257602931,0.006545876176872379,0.750253745963326,0.0005370443906614994,0.0018057788202482244,0.003957121831696469,0.0,0.0,0.04964820705690235,847,480
70,730,216,819,337,0.9999987,0.03345388243769353,0.001886349559954434,0.9414560991014169,0.002514163783057048,0.004050627435215552,0.013309708142471238,0.0,0.0,0.0033291695401912263,857,554
70,465,245,537,343,0.99999964,0.18994986417219759,0.006649863232685221,0.7471211915134871,0.0006402039816725569,0.0020963222995793286,0.0038592350859888106,0.0,0.0,0.04968331971438935,835,486
71,730,216,818,336,0.9999932,0.1010153781517411,0.0016202569865396365,0.8809121553854928,0.005602521635321762,0.0027330079137300764,0.0030427546158633403,0.0,0.0,0.0050739253113113066,853,506
71,464,245,537,344,0.99999976,0.1853163645472517,0.006424302548711937,0.7533701479771611,0.0006009486245115934,0.0017118397694594002,0.003081263202820315,0.0,0.0,0.049495133330083964,844,486
72,729,216,818,337,0.9999987,0.12216926379085258,0.0012976466319111239,0.8637593924514666,0.003419539637702357,0.0020365881600302514,0.002367857757730897,0.0,0.0,0.0049497115703062465,874,508
72,464,245,537,345,0.9999999,0.16360145451322503,0.007622412934334355,0.7702020940668121,0.0006952359008152246,0.0019773239243654995,0.0043096130907505975,0.0,0.0,0.05159186556969722,848,484
73,730,216,818,338,0.99999917,0.07908200815333548,0.0012051452036657773,0.9042538540485624,0.003609301571587009,0.0029411076934467927,0.003819576735939477,0.0,0.0,0.0050890065934630245,881,503
73,464,245,537,345,0.9999999,0.14535066597929916,0.004909702614705919,0.8090655866315194,0.0005414919620390534,0.0011710807538913644,0.00329868660999493,0.0,0.0,0.03566278544855016,858,486
74,733,217,820,339,0.9999095,0.17210570142053389,0.003863795464489519,0.7062370844547917,0.051041752587238295,0.012750780331618616,0.043306276615606,0.0,0.0,0.010694609125721961,779,533
74,464,245,538,345,0.99999964,0.1552355910173685,0.005379784472093519,0.79691172912466,0.0005575000047798676,0.001229924984262879,0.003479781150234645,0.0,0.0,0.03720568924660056,861,489
