start,end,valence,arousal,emotion0,emotion1,emotion2,emotion3,emotion4,emotion5,emotion6,emotion7,emotion8
0.0,7.5,383.5466604232788,345.8908004760742,0.05943168096898163,0.07511438419461837,0.42982408374759035,0.1447740409493088,0.04935327150766758,0.16151065794658614,0.0,0.07999188068524714,0.0
7.5,15.0,376.88330578804016,352.41426396369934,0.06651642366301301,0.07620681368408469,0.4082032070778301,0.15536500687455296,0.054117546264461136,0.15239792409553754,0.0,0.08719307834052059,0.0
15.0,22.5,379.5625150203705,364.8197717666626,0.07094131192679294,0.0769705213966783,0.3981944685103869,0.15971857491253427,0.056948152522064296,0.14660101202074105,0.0,0.09062595871080219,0.0
22.5,30.0,380.8470470905304,377.80016708374023,0.07473285781791789,0.0807654605175629,0.4028197316004741,0.15148541160367976,0.05641612938136475,0.15188684136822148,0.0,0.08189356771077916,0.0
30.0,37.5,364.88958501815796,379.82723903656006,0.09343592701910058,0.08198187865496284,0.38645699698941244,0.15259232447811782,0.05385581347190606,0.15133381392071113,0.0,0.08034324546578912,0.0
37.5,37.941,301.68165159225464,332.8276904821396,0.16198644757284472,0.05299049357769336,0.2661793357106477,0.30015366361352214,0.044054645155492206,0.1149034737694933,0.0,0.05973194060030657,0.0
